Ano;Id;Mês;Battery Power;Confidence(1);Confidence(2);Erro;error perc;Int Memory;Prediction(Price Range);Price Range;Px Height;Px Width;Ram;Variavel;Vendas;Data
2022;1140;12;1095;0,999984437;1,56E-05;0;0;45;1;1;179;1247;560;1;1;12/2022
2023;1141;1;666;0,99998354;1,65E-05;0;0;54;1;1;58;1353;1254;1;1;1/2023
2024;1142;2;1414;0,999983995;1,60E-05;0;0;27;1;1;804;1564;312;1;1;2/2024
2020;1143;3;1448;0,986816938;0,013183062;0;0;26;1;1;1792;1850;1175;1;1;3/2020
2021;1144;4;1108;1,09E-05;0,999989138;0;0;52;2;2;130;1706;3264;1;1;4/2021
2022;1145;5;921;1,02E-05;0,999989777;0;0;10;2;2;1272;1469;3153;1;1;5/2022
2023;1146;6;1330;0,000179527;0,999820473;0;0;37;2;2;1103;1637;2166;1;1;6/2023
2024;1147;7;820;0,999983451;1,65E-05;0;0;58;1;1;468;694;1284;1;1;7/2024
2020;1148;8;1611;1,27E-05;0,999987331;0;0;27;2;2;163;1011;3078;1;1;8/2020
2021;1149;9;1914;0,999970358;2,96E-05;0;0;35;1;1;942;1701;643;1;1;9/2021
2022;1150;10;688;0,999984792;1,52E-05;0;0;2;1;1;271;869;391;1;1;10/2022
2023;1151;11;1219;0,999984098;1,59E-05;0;0;17;1;1;473;1022;705;1;1;11/2023
2024;1152;12;797;0,999267562;0,000732438;0;0;37;1;1;206;1167;2216;1;1;12/2024
2020;1153;1;1000;8,81E-06;0,999991186;0;0;63;2;2;1537;1761;3744;1;1;1/2020
2021;1154;2;858;8,96E-06;0,999991036;0;0;50;2;2;528;1416;3978;1;1;2/2021
2022;1155;3;658;9,16E-06;0,999990837;0;0;12;2;2;1156;1750;3587;1;1;3/2022
2023;1156;4;1905;0,994421625;0,005578375;0;0;6;1;1;849;898;1545;1;1;4/2023
2024;1157;5;671;0,062514177;0,937485823;0;0;30;2;2;852;1182;2504;1;1;5/2024
2020;1158;6;1589;9,20E-06;0,999990803;0;0;58;2;2;319;1206;3464;1;1;6/2020
2021;1159;7;1065;0,999984002;1,60E-05;0;0;48;1;1;1188;1948;265;1;1;7/2021
2022;1160;8;720;0,999983828;1,62E-05;0;0;14;1;1;366;1234;1086;1;1;8/2022
2023;1161;9;1886;0,993925641;0,006074359;0;0;24;1;1;809;1958;1179;1;1;9/2023
2024;1162;10;805;0,999984724;1,53E-05;0;0;64;1;1;641;704;418;1;1;10/2024
2020;1163;11;564;0,681349263;0,318650737;0;0;8;1;1;853;1737;2227;1;1;11/2020
2021;1164;12;819;0,999952209;4,78E-05;0;0;42;1;1;339;1242;1814;1;1;12/2021
2022;1165;1;712;0,989658407;0,010341593;0;0;27;1;1;1245;1309;2001;1;1;1/2022
2023;1166;2;1515;0,999983061;1,69E-05;0;0;56;1;1;1438;1593;262;1;1;2/2023
2024;1167;3;1101;0,873520906;0,126479094;0;0;31;1;1;387;1269;2196;1;1;3/2024
2020;1168;4;1131;0,999839048;0,000160952;0;0;49;1;1;658;878;1835;1;1;4/2020
2021;1169;5;1356;9,41E-06;0,999990594;0;0;35;2;2;782;951;3451;1;1;5/2021
2022;1170;6;643;0,999752912;0,000247088;0;0;23;1;1;314;1400;2096;1;1;6/2022
2023;1171;7;609;0,997139738;0,002860262;0;0;26;1;1;938;1948;1866;1;1;7/2023
2024;1172;8;1403;9,55E-06;0,999990449;0;0;26;2;2;461;1251;3371;1;1;8/2024
2020;1173;9;1579;0,70815803;0,29184197;0;0;27;1;1;831;1484;1713;1;1;9/2020
2021;1174;10;1492;1,48E-05;0,999985182;0;0;11;2;2;1684;1746;2259;1;1;10/2021
2022;1175;11;543;0,999984363;1,56E-05;0;0;60;1;1;693;1031;933;1;1;11/2022
2023;1176;12;1063;0,999901899;9,81E-05;0;0;3;1;1;394;849;1919;1;1;12/2023
2024;1177;1;1053;1,11E-05;0,999988856;0;0;45;2;2;594;1767;3086;1;1;1/2024
2020;1178;2;1727;0,99998353;1,65E-05;0;0;57;1;1;376;1288;512;1;1;2/2020
2021;1179;3;1959;0,999983272;1,67E-05;0;0;18;1;1;65;1055;619;1;1;3/2021
2022;1180;4;932;8,94E-06;0,999991055;0;0;64;2;2;1176;1224;3817;1;1;4/2022
2023;1181;5;1564;8,76E-06;0,999991241;0;0;42;2;2;1619;1962;3376;1;1;5/2023
2024;1182;6;1031;0,050414073;0,949585927;0;0;11;2;2;532;1247;2385;1;1;6/2024
2020;1183;7;1611;0,999940595;5,94E-05;0;0;3;1;1;303;714;1595;1;1;7/2020
2021;1184;8;1820;0,999966506;3,35E-05;0;0;64;1;1;1157;1951;574;1;1;8/2021
2022;1185;9;798;0,999816873;0,000183127;0;0;21;1;1;661;1951;1647;1;1;9/2022
2023;1186;10;1600;0,99984415;0,00015585;0;0;19;1;1;831;1713;1179;1;1;10/2023
2024;1187;11;1178;0,067191763;0,932808237;0;0;49;2;2;579;596;2511;1;1;11/2024
2020;1188;12;696;0,136194072;0,863805928;1;100;51;2;1;649;907;2630;0;0;12/2020
2021;1189;1;1549;0,999983556;1,64E-05;0;0;62;1;1;167;990;799;1;1;1/2021
2022;1190;2;1793;8,76E-06;0,999991237;0;0;12;2;2;1086;1418;3533;1;1;2/2022
2023;1191;3;1479;9,16E-06;0,999990841;0;0;24;2;2;327;645;3762;1;1;3/2023
2024;1192;4;1987;8,88E-06;0,999991118;0;0;53;2;2;1052;1516;3117;1;1;4/2024
2020;1193;5;1211;0,000799452;0,999200548;0;0;28;2;2;58;963;2750;1;1;5/2020
2021;1194;6;1620;0,99998311;1,69E-05;0;0;30;1;1;832;1033;606;1;1;6/2021
2022;1195;7;1521;8,86E-06;0,999991142;0;0;62;2;2;678;1630;3555;1;1;7/2022
2023;1196;8;906;9,19E-06;0,999990805;0;0;18;2;2;1102;1793;3412;1;1;8/2023
2024;1197;9;721;0,99998346;1,65E-05;0;0;6;1;1;1446;1988;530;1;1;9/2024
2020;1198;10;1934;9,68E-06;0,999990316;0;0;46;2;2;619;1299;2940;1;1;10/2020
2021;1199;11;1337;1,26E-05;0,999987426;0;0;5;2;2;161;1029;3242;1;1;11/2021
2022;1200;12;1063;0,999983955;1,60E-05;0;0;31;1;1;295;935;961;1;1;12/2022
2023;1201;1;1425;8,83E-06;0,999991174;0;0;33;2;2;396;1648;3771;1;1;1/2023
2024;1202;2;818;0,002494373;0,997505627;0;0;23;2;2;586;1552;2518;1;1;2/2024
2020;1203;3;1054;0,999645986;0,000354014;0;0;38;1;1;1097;1222;1675;1;1;3/2020
2021;1204;4;569;0,989802471;0,010197529;0;0;41;1;1;388;605;2651;1;1;4/2021
2022;1205;5;535;0,999984714;1,53E-05;0;0;48;1;1;290;811;740;1;1;5/2022
2023;1206;6;860;9,22E-06;0,999990782;0;0;49;2;2;692;979;3869;1;1;6/2023
2024;1207;7;1715;0,999983411;1,66E-05;0;0;3;1;1;79;1652;514;1;1;7/2024
2020;1208;8;1579;8,76E-06;0,999991243;0;0;5;2;2;1358;1739;3532;1;1;8/2020
2021;1209;9;686;0,999984359;1,56E-05;0;0;3;1;1;1109;1392;570;1;1;9/2021
2022;1210;10;1713;7,36E-05;0,999926378;0;0;27;2;2;729;974;2406;1;1;10/2022
2023;1211;11;1558;9,02E-06;0,999990982;0;0;27;2;2;120;1409;3598;1;1;11/2023
2024;1212;12;786;0,034850242;0,965149758;0;0;33;2;2;507;1697;2390;1;1;12/2024
2020;1213;1;1497;0,108093159;0,891906841;0;0;32;2;2;1920;1933;1329;1;1;1/2020
2021;1214;2;1068;0,999982048;1,80E-05;0;0;51;1;1;1405;1910;550;1;1;2/2021
2022;1215;3;742;0,999984624;1,54E-05;0;0;36;1;1;1161;1288;292;1;1;3/2022
2023;1216;4;1816;8,80E-06;0,999991205;0;0;50;2;2;800;1089;3637;1;1;4/2023
2024;1217;5;534;0,389209945;0,610790055;0;0;2;2;2;911;1220;2466;1;1;5/2024
2020;1218;6;1802;0,81161214;0,18838786;1;100;27;1;2;453;963;1885;0;0;6/2020
2021;1219;7;1946;8,91E-06;0,99999109;0;0;8;2;2;647;1849;3117;1;1;7/2021
2022;1220;8;1893;0,29181143;0,70818857;0;0;23;2;2;1203;1432;1482;1;1;8/2022
2023;1221;9;1318;0,999984286;1,57E-05;0;0;45;1;1;183;661;755;1;1;9/2023
2024;1222;10;1883;1,04E-05;0,999989597;0;0;10;2;2;836;1739;2600;1;1;10/2024
2020;1223;11;528;0,000107216;0,999892784;0;0;6;2;2;574;637;3256;1;1;11/2020
2021;1224;12;1289;9,44E-06;0,999990556;0;0;16;2;2;713;1854;3167;1;1;12/2021
2022;1225;1;1938;8,68E-06;0,999991316;0;0;44;2;2;1299;1935;3497;1;1;1/2022
2023;1226;2;1840;0,99995717;4,28E-05;0;0;34;1;1;311;1545;1078;1;1;2/2023
2024;1227;3;1366;8,76E-06;0,999991245;0;0;53;2;2;647;1876;3869;1;1;3/2024
2020;1228;4;745;0,700414122;0,299585878;0;0;35;1;1;89;1538;2459;1;1;4/2020
2021;1229;5;1166;0,049911462;0,950088538;0;0;25;2;2;59;1203;2488;1;1;5/2021
2022;1230;6;1566;0,99995484;4,52E-05;0;0;20;1;1;1603;1930;659;1;1;6/2022
2023;1231;7;1589;0,000452319;0,999547681;0;0;46;2;2;618;940;2373;1;1;7/2023
2024;1232;8;832;0,999984634;1,54E-05;0;0;34;1;1;311;1294;447;1;1;8/2024
2020;1233;9;1876;1,34E-05;0,999986589;0;0;56;2;2;235;585;3021;1;1;9/2020
2021;1234;10;1076;0,999984217;1,58E-05;0;0;38;1;1;129;915;891;1;1;10/2021
2022;1235;11;1864;8,69E-06;0,999991309;0;0;57;2;2;1279;1793;3586;1;1;11/2022
2023;1236;12;1619;0,999961686;3,83E-05;0;0;21;1;1;46;562;1641;1;1;12/2023
2024;1237;1;1966;0,593252109;0,406747891;1;100;40;1;2;1197;1987;1185;0;0;1/2024
2020;1238;2;1152;9,12E-06;0,99999088;0;0;26;2;2;1304;1673;3284;1;1;2/2020
2021;1239;3;1083;0,999982985;1,70E-05;0;0;49;1;1;295;503;1338;1;1;3/2021
2022;1240;4;504;0,031887351;0,968112649;0;0;54;2;2;1207;1539;2378;1;1;4/2022
2023;1241;5;1615;8,98E-06;0,99999102;0;0;15;2;2;622;1256;3488;1;1;5/2023
2024;1242;6;1541;0,605494062;0,394505938;0;0;5;1;1;536;1656;1795;1;1;6/2024
2020;1243;7;947;0,000549044;0,999450956;0;0;51;2;2;193;887;2915;1;1;7/2020
2021;1244;8;534;0,019575412;0,980424588;0;0;21;2;2;347;1477;2706;1;1;8/2021
2022;1245;9;1467;8,77E-06;0,999991233;0;0;18;2;2;888;1099;3962;1;1;9/2022
2023;1246;10;1159;0,173699758;0,826300242;0;0;28;2;2;378;751;2495;1;1;10/2023
2024;1247;11;987;0,004024538;0,995975462;0;0;52;2;2;419;736;2757;1;1;11/2024
2020;1248;12;1562;7,13E-05;0,99992873;0;0;55;2;2;1032;1776;2096;1;1;12/2020
2021;1249;1;1191;0,999980818;1,92E-05;0;0;13;1;1;179;1813;1028;1;1;1/2021
2022;1250;2;1656;0,999957891;4,21E-05;0;0;38;1;1;506;519;1499;1;1;2/2022
2023;1251;3;1330;0,637021866;0,362978134;0;0;38;1;1;1290;1441;1733;1;1;3/2023
2024;1252;4;1986;9,18E-06;0,999990818;0;0;39;2;2;251;599;3476;1;1;4/2024
2020;1253;5;1940;0,001509916;0,998490084;0;0;17;2;2;112;858;2297;1;1;5/2020
2021;1254;6;1286;0,999984607;1,54E-05;0;0;16;1;1;18;662;424;1;1;6/2021
2022;1255;7;1851;1,99E-05;0,999980061;0;0;53;2;2;174;1175;2678;1;1;7/2022
2023;1256;8;1994;8,74E-06;0,999991257;0;0;7;2;2;447;1435;3622;1;1;8/2023
2024;1257;9;1361;4,03E-05;0,999959667;0;0;47;2;2;881;1382;2495;1;1;9/2024
2020;1258;10;840;0,024172441;0,975827559;0;0;33;2;2;1482;1591;2072;1;1;10/2020
2021;1259;11;1314;0,999984474;1,55E-05;0;0;41;1;1;113;577;626;1;1;11/2021
2022;1260;12;1067;0,999982727;1,73E-05;0;0;14;1;1;965;1009;966;1;1;12/2022
2023;1261;1;707;1,06E-05;0,999989434;0;0;25;2;2;495;574;3838;1;1;1/2023
2024;1262;2;774;1,13E-05;0,999988666;0;0;10;2;2;1480;1731;2944;1;1;2/2024
2020;1263;3;936;7,73E-05;0,999922683;0;0;18;2;2;1330;1686;2391;1;1;3/2020
2021;1264;4;877;2,97E-05;0,999970285;0;0;46;2;2;457;652;3260;1;1;4/2021
2022;1265;5;1482;1,79E-05;0,999982124;0;0;48;2;2;634;642;2971;1;1;5/2022
2023;1266;6;977;0,999984024;1,60E-05;0;0;57;1;1;63;566;1206;1;1;6/2023
2024;1267;7;1347;0,002039769;0,997960231;0;0;44;2;2;434;967;2484;1;1;7/2024
2020;1268;8;1269;0,999974073;2,59E-05;0;0;52;1;1;1597;1920;665;1;1;8/2020
2021;1269;9;1330;0,000596437;0,999403563;0;0;40;2;2;194;892;2678;1;1;9/2021
2022;1270;10;1783;0,999978984;2,10E-05;0;0;42;1;1;1081;1979;387;1;1;10/2022
2023;1271;11;1725;8,95E-06;0,999991046;0;0;6;2;2;609;1307;3429;1;1;11/2023
2024;1272;12;1193;0,000489068;0,999510932;0;0;20;2;2;1442;1904;1958;1;1;12/2024
2020;1273;1;1375;9,00E-06;0,999990997;0;0;20;2;2;596;679;3847;1;1;1/2020
2021;1274;2;1624;0,000216935;0,999783065;0;0;28;2;2;689;699;2473;1;1;2/2021
2022;1275;3;1329;0,999940041;6,00E-05;0;0;52;1;1;1053;1458;1228;1;1;3/2022
2023;1276;4;1660;3,98E-05;0,99996022;0;0;24;2;2;223;1777;2402;1;1;4/2023
2024;1277;5;1204;0,999560979;0,000439021;0;0;10;1;1;480;1482;1724;1;1;5/2024
2020;1278;6;1405;0,016705545;0,983294455;0;0;8;2;2;284;1036;2376;1;1;6/2020
2021;1279;7;794;0,999983075;1,69E-05;0;0;2;1;1;1222;1890;668;1;1;7/2021
2022;1280;8;1072;0,001614549;0,998385451;0;0;19;2;2;380;877;2715;1;1;8/2022
2023;1281;9;1654;1,19E-05;0,999988123;0;0;43;2;2;546;629;3112;1;1;9/2023
2024;1282;10;520;0,990890581;0,009109419;0;0;31;1;1;264;519;2753;1;1;10/2024
2020;1283;11;1719;0,000150127;0,999849873;0;0;52;2;2;417;520;2610;1;1;11/2020
2021;1284;12;1975;1,33E-05;0,999986742;0;0;16;2;2;80;655;2998;1;1;12/2021
2022;1285;1;569;0,382703436;0,617296564;1;100;39;2;1;389;739;2811;0;0;1/2022
2023;1286;2;664;0,998222653;0,001777347;0;0;28;1;1;754;1497;2042;1;1;2/2023
2024;1287;3;1224;0,999984381;1,56E-05;0;0;6;1;1;747;826;506;1;1;3/2024
2020;1288;4;967;1,63E-05;0,99998368;0;0;25;2;2;243;1642;3076;1;1;4/2020
2021;1289;5;539;0,999982553;1,74E-05;0;0;24;1;1;958;967;1326;1;1;5/2021
2022;1290;6;1589;8,95E-06;0,999991045;0;0;5;2;2;776;1397;3430;1;1;6/2022
2023;1291;7;665;0,999984266;1,57E-05;0;0;31;1;1;496;1804;690;1;1;7/2023
2024;1292;8;1456;0,999599058;0,000400942;0;0;7;1;1;823;1104;1587;1;1;8/2024
2020;1293;9;1770;8,71E-06;0,99999129;0;0;9;2;2;1098;1373;3785;1;1;9/2020
2021;1294;10;1659;9,46E-06;0,999990541;0;0;16;2;2;819;902;3255;1;1;10/2021
2022;1295;11;674;0,999984672;1,53E-05;0;0;8;1;1;750;772;589;1;1;11/2022
2023;1296;12;1780;9,52E-06;0,999990478;0;0;27;2;2;1331;1463;2776;1;1;12/2023
2024;1297;1;1799;0,999979835;2,02E-05;0;0;49;1;1;632;1383;720;1;1;1/2024
2020;1298;2;799;0,999984712;1,53E-05;0;0;63;1;1;361;975;431;1;1;2/2020
2021;1299;3;1112;1,05E-05;0,999989491;0;0;12;2;2;777;1119;3302;1;1;3/2021
2022;1300;4;1413;0,999982224;1,78E-05;0;0;13;1;1;1323;1481;515;1;1;4/2022
2023;1301;5;1242;0,999984322;1,57E-05;0;0;28;1;1;315;1796;318;1;1;5/2023
2024;1302;6;1162;0,999971527;2,85E-05;0;0;56;1;1;56;997;1652;1;1;6/2024
2020;1303;7;1413;1,40E-05;0,999985983;0;0;10;2;2;314;1606;2867;1;1;7/2020
2021;1304;8;1793;1,06E-05;0,999989444;0;0;44;2;2;655;1459;2803;1;1;8/2021
2022;1305;9;1670;0,999492124;0,000507876;0;0;47;1;1;1706;1886;876;1;1;9/2022
2023;1306;10;1093;0,999948268;5,17E-05;0;0;22;1;1;238;807;1869;1;1;10/2023
2024;1307;11;1366;9,63E-06;0,999990368;0;0;34;2;2;402;964;3501;1;1;11/2024
2020;1308;12;912;0,999983307;1,67E-05;0;0;46;1;1;995;1310;851;1;1;12/2020
2021;1309;1;703;0,999982307;1,77E-05;0;0;30;1;1;218;1065;1472;1;1;1/2021
2022;1310;2;1567;8,77E-06;0,999991228;0;0;22;2;2;190;1326;3991;1;1;2/2022
2023;1311;3;1397;8,98E-06;0,999991023;0;0;9;2;2;1308;1991;3137;1;1;3/2023
2024;1312;4;569;0,998636755;0,001363245;0;0;4;1;1;351;1159;2351;1;1;4/2024
2020;1313;5;1753;0,999001088;0,000998912;0;0;12;1;1;387;1595;1445;1;1;5/2020
2021;1314;6;1104;0,99997657;2,34E-05;0;0;60;1;1;653;1413;1229;1;1;6/2021
2022;1315;7;854;0,000108824;0,999891176;0;0;30;2;2;518;1152;2889;1;1;7/2022
2023;1316;8;1991;0,475639225;0,524360775;1;100;15;2;1;298;1037;1861;0;0;8/2023
2024;1317;9;718;0,999437512;0,000562488;0;0;59;1;1;1185;1387;1824;1;1;9/2024
2020;1318;10;863;0,999984208;1,58E-05;0;0;6;1;1;717;1799;520;1;1;10/2020
2021;1319;11;531;0,994861228;0,005138772;0;0;12;1;1;158;1657;2331;1;1;11/2021
2022;1320;12;682;0,903152549;0,096847451;0;0;19;1;1;902;1064;2337;1;1;12/2022
2023;1321;1;1707;0,003200619;0,996799381;0;0;41;2;2;1331;1388;1774;1;1;1/2023
2024;1322;2;1439;0,999109638;0,000890362;0;0;20;1;1;626;932;1790;1;1;2/2024
2020;1323;3;832;0,999964178;3,58E-05;0;0;22;1;1;343;1431;1666;1;1;3/2020
2021;1324;4;1372;0,99998368;1,63E-05;0;0;34;1;1;687;937;725;1;1;4/2021
2022;1325;5;1018;1,07E-05;0,999989293;0;0;16;2;2;992;1433;3143;1;1;5/2022
2023;1326;6;769;0,999979547;2,05E-05;0;0;54;1;1;1385;1780;941;1;1;6/2023
2024;1327;7;1811;1,05E-05;0,999989491;0;0;33;2;2;1099;1553;2610;1;1;7/2024
2020;1328;8;1836;9,48E-05;0,999905183;0;0;14;2;2;168;1068;2469;1;1;8/2020
2021;1329;9;956;1,36E-05;0,999986398;0;0;41;2;2;511;1075;3286;1;1;9/2021
2022;1330;10;1127;0,93515988;0,06484012;0;0;57;1;1;928;1049;2048;1;1;10/2022
2023;1331;11;1723;0,999953531;4,65E-05;0;0;7;1;1;384;1361;1213;1;1;11/2023
2024;1332;12;648;1,43E-05;0,999985652;0;0;8;2;2;819;1997;2991;1;1;12/2024
2020;1333;1;1281;0,999481368;0,000518632;0;0;8;1;1;590;954;1851;1;1;1/2020
2021;1334;2;894;0,185718349;0,814281651;0;0;54;2;2;104;541;2829;1;1;2/2021
2022;1335;3;582;1,76E-05;0,999982358;0;0;32;2;2;1043;1702;2977;1;1;3/2022
2023;1336;4;1430;1,20E-05;0,999988042;0;0;27;2;2;1132;1182;2832;1;1;4/2023
2024;1337;5;1702;0,999975372;2,46E-05;0;0;47;1;1;1284;1643;595;1;1;5/2024
2020;1339;6;1766;9,44E-06;0,99999056;0;0;16;2;2;125;1227;3314;1;1;6/2020
2021;1340;7;1663;0,998733811;0,001266189;0;0;40;1;1;951;1545;1336;1;1;7/2021
2022;1341;8;833;0,996937865;0,003062135;0;0;27;1;1;359;1395;2150;1;1;8/2022
2023;1342;9;835;0,999982053;1,79E-05;0;0;7;1;1;323;1604;1181;1;1;9/2023
2024;1343;10;1970;0,000200025;0,999799975;0;0;15;2;2;1399;1684;1658;1;1;10/2024
2020;1344;11;783;0,999982987;1,70E-05;0;0;27;1;1;458;1263;1185;1;1;11/2020
2021;1345;12;1777;8,83E-06;0,999991173;0;0;20;2;2;511;616;3868;1;1;12/2021
2022;1346;1;1043;0,99998134;1,87E-05;0;0;29;1;1;887;893;1183;1;1;1/2022
2023;1347;2;687;1,31E-05;0,999986911;0;0;50;2;2;584;1151;3416;1;1;2/2023
2024;1348;3;1796;0,998579007;0,001420993;0;0;7;1;1;667;798;1642;1;1;3/2024
2020;1349;4;1949;1,61E-05;0,999983905;0;0;23;2;2;839;1136;2478;1;1;4/2020
2021;1350;5;1800;9,15E-06;0,999990853;0;0;8;2;2;400;823;3481;1;1;5/2021
2022;1351;6;561;0,003438248;0,996561752;0;0;40;2;2;426;865;2974;1;1;6/2022
2023;1352;7;1992;0,999940618;5,94E-05;0;0;57;1;1;1552;1596;606;1;1;7/2023
2024;1353;8;648;1,11E-05;0,999988889;0;0;54;2;2;1153;1817;3124;1;1;8/2024
2020;1354;9;623;1,74E-05;0,999982643;0;0;6;2;2;144;672;3657;1;1;9/2020
2021;1355;10;1575;0,176348381;0,823651619;0;0;11;2;2;492;818;2182;1;1;10/2021
2022;1356;11;1490;8,78E-06;0,999991215;0;0;64;2;2;1417;1464;3600;1;1;11/2022
2023;1357;12;761;0,00047448;0,99952552;0;0;3;2;2;1325;1945;2248;1;1;12/2023
2024;1358;1;1974;0,999982521;1,75E-05;0;0;24;1;1;250;545;861;1;1;1/2024
2020;1359;2;1610;0,999964958;3,50E-05;0;0;64;1;1;1236;1280;941;1;1;2/2020
2021;1360;3;843;9,35E-06;0,999990645;0;0;16;2;2;981;1096;3673;1;1;3/2021
2022;1361;4;881;0,999946647;5,34E-05;0;0;64;1;1;115;636;2110;1;1;4/2022
2023;1362;5;642;2,45E-05;0,999975461;0;0;34;2;2;331;1011;3355;1;1;5/2023
2024;1363;6;1450;0,999982043;1,80E-05;0;0;19;1;1;707;1882;575;1;1;6/2024
2020;1364;7;860;0,999873496;0,000126504;0;0;48;1;1;335;1463;1870;1;1;7/2020
2021;1365;8;1299;0,999846801;0,000153199;0;0;64;1;1;46;908;1938;1;1;8/2021
2022;1366;9;516;0,999984277;1,57E-05;0;0;39;1;1;855;1401;819;1;1;9/2022
2023;1367;10;1686;1,06E-05;0,999989423;0;0;38;2;2;397;1453;2958;1;1;10/2023
2024;1368;11;1332;0,999968287;3,17E-05;0;0;11;1;1;758;1165;1285;1;1;11/2024
2020;1369;12;842;0,999966222;3,38E-05;0;0;57;1;1;348;730;1903;1;1;12/2020
2021;1370;1;1507;0,999933128;6,69E-05;0;0;42;1;1;682;888;1486;1;1;1/2021
2022;1371;2;1741;8,81E-06;0,999991191;0;0;14;2;2;730;1895;3387;1;1;2/2022
2023;1372;3;823;0,999984747;1,53E-05;0;0;39;1;1;630;888;294;1;1;3/2023
2024;1373;4;1171;0,999984686;1,53E-05;0;0;19;1;1;248;755;263;1;1;4/2024
2020;1374;5;1082;0,998906805;0,001093195;0;0;2;1;1;398;724;2177;1;1;5/2020
2021;1375;6;816;0,999984461;1,55E-05;0;0;14;1;1;149;558;1018;1;1;6/2021
2022;1376;7;1569;8,91E-06;0,999991089;0;0;54;2;2;371;665;3905;1;1;7/2022
2023;1377;8;1809;1,07E-05;0,999989335;0;0;23;2;2;433;1661;2784;1;1;8/2023
2024;1378;9;1949;0,999974508;2,55E-05;0;0;20;1;1;518;592;1125;1;1;9/2024
2020;1379;10;730;6,87E-05;0,999931264;0;0;6;2;2;1096;1155;2812;1;1;10/2020
2021;1380;11;1336;0,999949418;5,06E-05;0;0;17;1;1;55;583;1869;1;1;11/2021
2022;1381;12;912;9,65E-06;0,999990348;0;0;58;2;2;165;1723;3573;1;1;12/2022
2023;1382;1;1760;4,96E-05;0,999950376;0;0;63;2;2;1382;1383;2053;1;1;1/2023
2024;1383;2;688;0,999976189;2,38E-05;0;0;40;1;1;376;1957;1382;1;1;2/2024
2020;1384;3;1875;8,95E-06;0,999991053;0;0;55;2;2;1802;1942;2712;1;1;3/2020
2021;1385;4;1296;0,999984026;1,60E-05;0;0;14;1;1;811;1272;490;1;1;4/2021
2022;1386;5;1965;2,21E-05;0,999977929;0;0;39;2;2;915;1965;2032;1;1;5/2022
2023;1387;6;1977;7,91E-05;0,999920899;0;0;54;2;2;1226;1242;1971;1;1;6/2023
2024;1388;7;571;0,999984695;1,53E-05;0;0;58;1;1;31;1536;555;1;1;7/2024
2020;1389;8;1454;9,87E-06;0,99999013;0;0;34;2;2;250;1033;3419;1;1;8/2020
2021;1390;9;550;0,999984693;1,53E-05;0;0;23;1;1;486;1930;302;1;1;9/2021
2022;1391;10;767;0,986410777;0,013589223;0;0;19;1;1;271;1000;2445;1;1;10/2022
2023;1392;11;1379;9,01E-06;0,999990988;0;0;19;2;2;387;671;3912;1;1;11/2023
2024;1393;12;1320;1,86E-05;0,99998141;0;0;48;2;2;103;1583;2893;1;1;12/2024
2020;1394;1;1337;0,998857115;0,001142885;0;0;31;1;1;48;644;2180;1;1;1/2020
2021;1395;2;1009;0,999892673;0,000107327;0;0;2;1;1;912;1043;1716;1;1;2/2021
2022;1396;3;1590;0,993447549;0,006552451;0;0;21;1;1;920;963;1701;1;1;3/2022
2023;1397;4;622;1,21E-05;0,99998787;0;0;9;2;2;98;511;3916;1;1;4/2023
2024;1398;5;600;1,28E-05;0,999987151;0;0;48;2;2;501;1465;3393;1;1;5/2024
2020;1399;6;899;2,35E-05;0,999976462;0;0;53;2;2;641;1638;2870;1;1;6/2020
2021;1400;7;538;0,999951188;4,88E-05;0;0;25;1;1;455;537;2215;1;1;7/2021
2022;1401;8;1138;1,08E-05;0,999989172;0;0;44;2;2;111;1138;3475;1;1;8/2022
2023;1402;9;1597;0,001545426;0,998454574;0;0;4;2;2;880;1145;2130;1;1;9/2023
2024;1403;10;1778;0,682452525;0,317547475;0;0;15;1;1;1445;1954;1214;1;1;10/2024
2020;1404;11;869;9,94E-06;0,999990059;0;0;34;2;2;478;539;3864;1;1;11/2020
2021;1405;12;1303;9,06E-05;0,999909375;0;0;15;2;2;229;1604;2574;1;1;12/2021
2022;1406;1;514;0,999983419;1,66E-05;0;0;18;1;1;1083;1492;980;1;1;1/2022
2023;1407;2;1524;0,000960814;0,999039186;0;0;10;2;2;154;550;2678;1;1;2/2023
2024;1408;3;616;1,14E-05;0,999988582;0;0;44;2;2;651;1618;3366;1;1;3/2024
2020;1409;4;1229;0,999673216;0,000326784;0;0;14;1;1;120;1878;1667;1;1;4/2020
2021;1410;5;638;8,30E-05;0,999917021;0;0;27;2;2;1171;1383;2735;1;1;5/2021
2022;1411;6;772;1,38E-05;0,999986176;0;0;39;2;2;1314;1854;2819;1;1;6/2022
2023;1412;7;651;0,999673015;0,000326985;0;0;63;1;1;548;858;2244;1;1;7/2023
2024;1413;8;645;1,82E-05;0,999981781;0;0;63;2;2;278;584;3615;1;1;8/2024
2020;1414;9;950;0,999979945;2,01E-05;0;0;55;1;1;86;1681;1305;1;1;9/2020
2021;1415;10;1109;0,99260462;0,00739538;0;0;39;1;1;1391;1787;1524;1;1;10/2021
2022;1416;11;942;0,999984152;1,58E-05;0;0;27;1;1;754;1532;587;1;1;11/2022
2023;1417;12;1359;8,92E-06;0,999991076;0;0;59;2;2;1692;1902;3142;1;1;12/2023
